Course ID	Subject	Catalog	Subject Description	 Course Description	Attribute Formal Desc
4659	ENVIRON	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(W) Writing
4659	ENVIRON	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	Seminar
4659	EOS	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(NS) Natural Sciences
4659	EOS	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(R) Research
4659	EOS	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(W) Writing
4659	EOS	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	Seminar
4672	ECS	403	NATURAL HISTORY OF YELLOWSTONE	This course is a laboratory and field-trip based examination of the geological history of Yellowstone Country. We will look at the formation and deformational history of the Wyoming Thrust Belt, the volcanic history of the Absaroka Range, the dramatic activity and influence of the arrival of the Yellowstone Hotspot during the Pleistocene (and present day), the complex tectonic and world-famous glacial history of the Grand Tetons, and learn about the unique Eocene lacustrine and fluvial settings of the Wyoming Fossil Basin.	(NS) Natural Sciences
4672	EOS	403	NATURAL HISTORY OF YELLOWSTONE	This course is a laboratory and field-trip based examination of the geological history of Yellowstone Country. We will look at the formation and deformational history of the Wyoming Thrust Belt, the volcanic history of the Absaroka Range, the dramatic activity and influence of the arrival of the Yellowstone Hotspot during the Pleistocene (and present day), the complex tectonic and world-famous glacial history of the Grand Tetons, and learn about the unique Eocene lacustrine and fluvial settings of the Wyoming Fossil Basin.	(NS) Natural Sciences
4764	GERMAN	101	FIRST-YEAR GERMAN I	First-semester introductory language course. Practice in spoken and written German (speaking, listening, reading, writing); introduction to German culture and society through film, music, literature, and other authentic materials. Communicative approach to language study focuses on learning to use German in meaningful contexts across a variety of real-life situations and genres.	(FL) Foreign Language
4766	GERMAN	102	FIRST-YEAR GERMAN II	Second-semester introductory language course. Practice in spoken and written German (speaking, listening, reading, writing); introduction to German culture and society through film, music, literature, and other authentic materials. Communicative approach to language study focuses on learning to use German in meaningful contexts across a variety of real-life situations and genres.	(FL) Foreign Language
